City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain in Inches (last 3 hours),Snow in Inches (last 3 hours)
449,Hay River,60.82,-115.8,44.6,48,20,16.11,CA,2020-05-10 20:48:37,few clouds,0.0,0.0
450,Iquique,-20.22,-70.14,68.0,64,75,11.41,CL,2020-05-10 20:48:37,broken clouds,0.0,0.0
451,Piterka,50.68,47.45,50.32,77,0,9.73,RU,2020-05-10 20:48:37,clear sky,0.0,0.0
452,Vestmannaeyjar,63.44,-20.27,43.27,69,44,14.76,IS,2020-05-10 20:48:37,scattered clouds,0.0,0.0
453,Upington,-28.45,21.26,64.4,26,0,8.05,ZA,2020-05-10 20:48:37,clear sky,0.0,0.0
454,Jedovnice,49.34,16.76,61.0,83,55,2.71,CZ,2020-05-10 20:48:37,broken clouds,0.0,0.0
455,Klichka,50.45,118.0,42.03,66,70,16.8,RU,2020-05-10 20:48:38,light rain,0.0,0.0
456,Nelson Bay,-32.72,152.15,46.0,75,32,8.05,AU,2020-05-10 20:48:38,scattered clouds,0.0,0.0
457,Xining,36.62,101.77,36.45,78,45,0.96,CN,2020-05-10 20:48:38,scattered clouds,0.0,0.0
458,Scottsbluff,41.87,-103.67,60.8,26,75,9.17,US,2020-05-10 20:48:38,broken clouds,0.0,0.0
459,Pinawa,50.15,-95.88,46.02,43,94,12.01,CA,2020-05-10 20:48:38,overcast clouds,0.0,0.0
460,Artyk,50.15,-95.88,46.02,43,94,12.01,CA,2020-05-10 20:48:38,overcast clouds,0.0,0.0
461,Olinda,-8.01,-34.86,84.2,70,40,9.17,BR,2020-05-10 20:48:38,shower rain,0.0,0.0
462,Chicama,-7.84,-79.15,75.72,63,66,9.1,PE,2020-05-10 20:48:38,broken clouds,0.0,0.0
463,Umzimvubu,-7.84,-79.15,75.72,63,66,9.1,PE,2020-05-10 20:48:38,broken clouds,0.0,0.0
464,Adrar,20.5,-10.07,89.73,12,49,9.4,MR,2020-05-10 20:48:38,scattered clouds,0.0,0.0
465,Sorvag,20.5,-10.07,89.73,12,49,9.4,MR,2020-05-10 20:48:38,scattered clouds,0.0,0.0
466,El Dorado,33.21,-92.67,73.4,40,1,5.82,US,2020-05-10 20:48:39,clear sky,0.0,0.0
467,Saint Anthony,45.02,-93.22,48.2,45,90,13.87,US,2020-05-10 20:48:39,overcast clouds,0.0,0.0
468,Cap Malheureux,-19.98,57.61,69.01,72,31,1.99,MU,2020-05-10 20:48:39,scattered clouds,0.0,0.0
469,Segou,13.43,-6.22,90.72,36,92,3.58,ML,2020-05-10 20:48:39,overcast clouds,0.0,0.0
470,Marsabit,2.33,37.99,65.64,91,55,18.1,KE,2020-05-10 20:48:39,light rain,0.0,0.0
471,Okhotsk,59.38,143.3,37.99,76,91,11.77,RU,2020-05-10 20:48:40,overcast clouds,0.0,0.0
472,Sangar,63.92,127.47,29.43,95,100,4.12,RU,2020-05-10 20:48:40,overcast clouds,0.0,0.0
473,Mar Del Plata,-38.0,-57.56,69.8,46,60,6.93,AR,2020-05-10 20:45:35,broken clouds,0.0,0.0
474,Eslamshahr,35.56,51.23,75.2,16,20,13.87,IR,2020-05-10 20:48:40,few clouds,0.0,0.0
475,Ipero,-23.35,-47.69,73.99,39,0,4.34,BR,2020-05-10 20:48:40,clear sky,0.0,0.0
476,Avera,33.19,-82.53,75.2,33,1,4.7,US,2020-05-10 20:48:40,clear sky,0.0,0.0
477,Mporokoso,-9.37,30.12,60.26,86,73,7.9,ZM,2020-05-10 20:48:40,broken clouds,0.0,0.0
478,Channel-Port Aux Basques,47.57,-59.14,32.99,92,68,31.52,CA,2020-05-10 20:48:40,broken clouds,0.0,0.0
479,Ketchikan,55.34,-131.65,71.6,21,1,13.87,US,2020-05-10 20:48:40,clear sky,0.0,0.0
480,Ryotsu,38.08,138.43,59.0,93,75,5.82,JP,2020-05-10 20:48:40,broken clouds,0.0,0.0
481,Rock Sound,24.9,-76.2,75.02,91,100,19.22,BS,2020-05-10 20:48:40,heavy intensity rain,0.0,0.0
482,Winkler,49.18,-97.94,48.2,34,20,24.16,CA,2020-05-10 20:48:41,few clouds,0.0,0.0
483,Floriano,-6.77,-43.02,77.92,76,100,4.0,BR,2020-05-10 20:48:41,overcast clouds,0.0,0.0
484,Zhireken,52.82,117.31,35.56,80,39,11.54,RU,2020-05-10 20:48:41,light snow,0.0,0.0
485,Seoul,37.57,126.98,57.2,100,40,2.24,KR,2020-05-10 20:46:10,mist,0.0,0.0
486,Saint Albans,51.75,-0.33,45.0,71,88,7.0,GB,2020-05-10 20:48:41,overcast clouds,0.0,0.0
487,Dicabisagan,17.08,122.42,78.51,80,13,3.22,PH,2020-05-10 20:48:42,few clouds,0.0,0.0
488,Trapani,37.83,12.67,68.0,77,20,16.11,IT,2020-05-10 20:48:42,few clouds,0.0,0.0
489,Mahenge,-8.68,36.72,62.76,90,13,2.91,TZ,2020-05-10 20:48:42,few clouds,0.0,0.0
490,Verkhoyansk,67.54,133.38,29.44,96,100,5.86,RU,2020-05-10 20:48:42,overcast clouds,0.0,0.0
491,Playa Del Carmen,20.63,-87.08,82.4,78,90,5.82,MX,2020-05-10 20:48:42,light rain,0.0,0.0
492,Totness,5.88,-56.32,79.48,87,4,11.56,SR,2020-05-10 20:48:42,light rain,0.0,0.0
493,Sao Filipe,14.9,-24.5,73.24,76,5,10.29,CV,2020-05-10 20:48:42,clear sky,0.0,0.0
494,Tucuma,-0.18,-50.05,79.65,87,50,6.44,BR,2020-05-10 20:48:42,scattered clouds,0.0,0.0
495,Springbok,-29.66,17.89,65.08,30,0,5.06,ZA,2020-05-10 20:48:42,clear sky,0.0,0.0
496,Bermeo,43.42,-2.72,60.01,87,75,11.41,ES,2020-05-10 20:48:43,broken clouds,0.0,0.0
497,Alunis,45.2,25.87,51.01,88,2,4.32,RO,2020-05-10 20:48:43,clear sky,0.0,0.0
498,Svetlogorsk,52.63,29.73,49.86,77,0,3.36,BY,2020-05-10 20:48:43,clear sky,0.0,0.0
499,Bayburt,40.26,40.23,34.68,86,0,0.36,TR,2020-05-10 20:48:43,clear sky,0.0,0.0
500,Cap-Aux-Meules,47.38,-61.86,37.4,69,75,25.28,CA,2020-05-10 20:48:43,broken clouds,0.0,0.0
501,Port Blair,11.67,92.75,83.95,72,100,1.79,IN,2020-05-10 20:48:43,overcast clouds,0.0,0.0
502,San Pedro,14.35,121.02,82.4,83,20,2.24,PH,2020-05-10 20:48:44,few clouds,0.0,0.0
503,Ust-Kuyga,70.02,135.6,25.47,97,100,7.11,RU,2020-05-10 20:48:44,overcast clouds,0.0,0.0
504,Qui Nhon,13.77,109.23,76.77,85,1,3.96,VN,2020-05-10 20:47:08,clear sky,0.0,0.0
