City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,Salinopolis,-0.61,-47.36,82.45,83,13,11.59,BR,2020-05-06 18:32:03
307,Dingle,11.0,122.67,79.56,79,64,3.4,PH,2020-05-06 18:32:03
308,Anuradhapura,8.36,80.42,76.93,90,100,3.09,LK,2020-05-06 18:32:03
309,Geraldton,-28.77,114.6,59.0,67,90,8.05,AU,2020-05-06 18:31:06
310,Hamilton,39.18,-84.53,60.01,44,75,11.41,US,2020-05-06 18:29:33
311,Hambantota,6.12,81.12,81.73,77,100,7.38,LK,2020-05-06 18:32:04
312,Makarov,48.63,142.8,39.11,89,14,6.73,RU,2020-05-06 18:32:04
313,Okhotsk,59.38,143.3,31.08,91,0,12.88,RU,2020-05-06 18:32:04
314,Nadym,65.53,72.52,30.24,96,100,5.97,RU,2020-05-06 18:32:04
315,Saint-Augustin,51.23,-58.65,36.9,97,100,11.36,CA,2020-05-06 18:32:04
316,Kalianget,-7.05,113.93,81.61,79,20,8.75,ID,2020-05-06 18:32:04
317,Lorengau,-2.02,147.27,79.74,81,92,4.18,PG,2020-05-06 18:32:04
318,Jumla,29.27,82.18,47.98,64,100,1.81,NP,2020-05-06 18:32:04
319,Omboue,-1.57,9.26,79.43,89,14,6.26,GA,2020-05-06 18:32:05
320,San Andres,12.58,-81.7,87.8,70,40,16.11,CO,2020-05-06 18:32:05
321,Goderich,43.75,-81.72,51.01,67,0,17.2,CA,2020-05-06 18:32:05
322,Singkawang,0.9,109.0,77.94,90,98,1.99,ID,2020-05-06 18:32:05
323,Araouane,18.9,-3.53,99.34,12,70,7.83,ML,2020-05-06 18:32:05
324,Fairbanks,64.84,-147.72,53.01,43,1,4.7,US,2020-05-06 18:32:05
325,Naqadeh,36.96,45.39,45.52,77,97,8.86,IR,2020-05-06 18:31:27
326,Tromso,69.65,18.96,35.6,93,75,23.04,NO,2020-05-06 18:32:05
327,Khash,28.22,61.22,78.51,18,22,2.89,IR,2020-05-06 18:32:05
328,Katobu,-4.94,122.53,77.05,94,100,3.27,ID,2020-05-06 18:32:06
329,Katsuura,35.13,140.3,60.8,93,75,1.12,JP,2020-05-06 18:32:06
330,Ossora,59.24,163.07,33.57,96,100,7.47,RU,2020-05-06 18:32:06
331,Pangnirtung,66.15,-65.71,21.2,67,20,2.24,CA,2020-05-06 18:32:06
332,San Joaquin,10.26,-67.79,85.8,54,67,4.03,VE,2020-05-06 18:32:06
333,Alofi,-19.06,-169.92,69.8,94,37,2.24,NU,2020-05-06 18:32:06
334,Chipinge,-20.19,32.62,57.07,73,0,3.53,ZW,2020-05-06 18:32:06
335,Pangai,-19.8,-174.35,78.8,94,20,2.66,TO,2020-05-06 18:32:07
336,Elko,41.0,-115.5,68.0,10,1,12.75,US,2020-05-06 18:32:07
337,Iralaya,15.0,-83.23,91.4,63,40,6.93,HN,2020-05-06 18:32:07
338,Huarmey,-10.07,-78.15,74.77,64,100,9.62,PE,2020-05-06 18:32:07
339,Tutoia,-2.76,-42.27,85.06,75,31,9.19,BR,2020-05-06 18:32:07
340,Pocone,-16.26,-56.62,76.08,88,100,4.81,BR,2020-05-06 18:32:07
341,Lima,-12.04,-77.03,75.2,64,100,8.05,PE,2020-05-06 18:32:01
342,Tabuk,17.42,121.44,77.14,84,50,1.86,PH,2020-05-06 18:32:08
343,Eureka,40.8,-124.16,64.0,68,0,8.01,US,2020-05-06 18:32:08
344,Taraza,7.58,-75.4,89.02,63,76,4.12,CO,2020-05-06 18:32:08
345,Ocampo,21.65,-101.5,74.05,33,20,17.98,MX,2020-05-06 18:32:08
346,Tabou,4.42,-7.35,81.79,83,100,6.4,CI,2020-05-06 18:32:09
347,Kupino,54.37,77.3,52.95,58,0,13.31,RU,2020-05-06 18:32:09
348,Aykhal,66.0,111.5,10.4,72,100,8.95,RU,2020-05-06 18:32:09
349,Rio Grande,-32.03,-52.1,66.2,48,20,17.22,BR,2020-05-06 18:29:09
350,Saint-Francois,46.42,3.91,64.4,63,75,4.7,FR,2020-05-06 18:32:09
351,Ulaangom,49.98,92.07,42.03,59,28,4.29,MN,2020-05-06 18:32:09
352,Wanaka,-44.7,169.15,42.22,76,30,5.97,NZ,2020-05-06 18:32:09
353,Manggar,-2.88,108.27,82.6,83,98,9.33,ID,2020-05-06 18:32:10
354,Den Helder,52.96,4.76,51.8,62,0,8.05,NL,2020-05-06 18:32:10
355,Broome,42.25,-75.83,51.01,52,90,3.36,US,2020-05-06 18:32:10
356,Berezovyy,51.67,135.7,38.05,69,0,4.36,RU,2020-05-06 18:32:10
357,Vuktyl,63.86,57.31,44.15,93,100,6.67,RU,2020-05-06 18:32:10
358,Shimoda,34.67,138.95,61.43,88,100,11.45,JP,2020-05-06 18:32:10
359,Ust-Kuyga,70.02,135.6,22.64,96,84,0.18,RU,2020-05-06 18:32:10
360,Havelock,34.88,-76.9,73.99,53,40,8.05,US,2020-05-06 18:32:10
361,Madang,-5.22,145.8,76.55,91,100,4.43,PG,2020-05-06 18:32:11
362,Presidente Olegario,-18.42,-46.42,79.0,60,100,5.84,BR,2020-05-06 18:32:11
363,Berlevag,70.86,29.09,35.6,74,24,10.29,NO,2020-05-06 18:32:11
364,Cayenne,4.93,-52.33,86.0,70,100,11.41,GF,2020-05-06 18:30:05
365,Boa Vista,2.82,-60.67,80.6,83,90,5.82,BR,2020-05-06 18:28:51
366,Coquimbo,-29.95,-71.34,57.2,87,75,13.87,CL,2020-05-06 18:32:11
367,Camana,-16.62,-72.71,69.85,69,8,6.24,PE,2020-05-06 18:32:11
368,Meiringen,46.73,8.18,53.6,71,75,17.22,CH,2020-05-06 18:32:11
369,Tezu,27.92,96.17,69.17,79,91,5.41,IN,2020-05-06 18:32:12
370,Sisimiut,66.94,-53.67,33.08,86,0,12.5,GL,2020-05-06 18:32:12
371,Tirumullaivasal,11.23,79.83,84.36,79,92,11.05,IN,2020-05-06 18:32:12
372,Aklavik,68.22,-135.01,21.2,85,90,8.05,CA,2020-05-06 18:30:03
373,Turukhansk,65.82,87.98,30.38,99,100,4.61,RU,2020-05-06 18:32:12
374,Karimnagar,18.43,79.15,88.16,51,0,15.86,IN,2020-05-06 18:32:12
375,Road Town,18.42,-64.62,87.8,66,20,13.87,VG,2020-05-06 18:27:27
376,Biltine,14.53,20.92,91.67,26,98,6.17,TD,2020-05-06 18:32:12
377,Kihei,20.79,-156.47,77.0,61,20,4.7,US,2020-05-06 18:32:12
378,Kavaratti,10.57,72.64,85.93,72,26,5.57,IN,2020-05-06 18:32:13
379,Nieuw Amsterdam,5.88,-55.08,82.4,83,40,9.17,SR,2020-05-06 18:32:13
380,San Quintin,30.48,-115.95,76.98,49,0,10.63,MX,2020-05-06 18:32:13
381,Ullapool,57.9,-5.16,57.0,55,0,3.0,GB,2020-05-06 18:32:13
382,Samana,19.21,-69.34,77.0,100,75,6.51,DO,2020-05-06 18:32:13
383,Popova,42.96,131.72,32.0,61,0,4.47,RU,2020-05-06 18:32:13
384,Middletown,39.52,-84.4,57.99,55,1,9.17,US,2020-05-06 18:27:32
385,Muros,42.78,-9.06,69.01,86,36,8.99,ES,2020-05-06 18:32:14
386,Cherskiy,68.75,161.3,28.42,93,100,2.73,RU,2020-05-06 18:32:14
387,Lulea,65.58,22.15,46.4,39,0,9.17,SE,2020-05-06 18:32:14
388,Bagdarin,54.43,113.6,33.12,87,0,7.87,RU,2020-05-06 18:32:14
389,Kidal,18.44,1.41,94.3,10,0,10.76,ML,2020-05-06 18:32:14
390,Mahajanga,-15.72,46.32,80.6,83,20,3.36,MG,2020-05-06 18:32:14
391,Iranshahr,27.2,60.68,93.2,15,82,13.87,IR,2020-05-06 18:32:14
392,Fort Nelson,58.81,-122.7,51.8,62,20,6.93,CA,2020-05-06 18:30:31
393,Zhangye,38.93,100.45,57.18,51,100,4.88,CN,2020-05-06 18:32:15
394,Sechura,-5.56,-80.82,81.63,55,50,12.3,PE,2020-05-06 18:32:15
395,Yaan,7.38,8.57,85.64,67,0,10.42,NG,2020-05-06 18:32:15
396,Chimbote,-9.09,-78.58,74.39,67,100,10.29,PE,2020-05-06 18:32:15
397,Lata,40.16,-8.33,69.01,75,100,5.01,PT,2020-05-06 18:32:15
398,Aksu,41.12,80.26,66.15,26,49,15.3,CN,2020-05-06 18:32:15
399,Cockburn Town,21.46,-71.14,84.2,70,40,12.75,TC,2020-05-06 18:32:16
400,Camacha,33.08,-16.33,66.2,77,40,6.93,PT,2020-05-06 18:32:16
401,Marinette,45.1,-87.63,59.0,28,1,13.87,US,2020-05-06 18:32:16
402,Broken Hill,-31.95,141.43,62.6,34,100,11.41,AU,2020-05-06 18:32:16
403,Stephenville,32.22,-98.2,79.0,21,1,5.82,US,2020-05-06 18:32:16
404,Nerl,56.66,40.39,55.38,91,98,7.4,RU,2020-05-06 18:32:16
405,Makakilo City,21.35,-158.09,77.0,69,1,9.4,US,2020-05-06 18:32:16
406,Gornopravdinsk,60.05,69.9,49.98,86,94,1.59,RU,2020-05-06 18:32:16
407,Beloha,-25.17,45.05,65.03,93,0,4.23,MG,2020-05-06 18:32:16
408,Ashtian,34.52,50.0,49.17,51,0,24.63,IR,2020-05-06 18:32:17
409,La Ronge,55.1,-105.28,46.4,39,5,12.75,CA,2020-05-06 18:32:17
410,Arbon,47.52,9.43,59.0,50,0,5.82,CH,2020-05-06 18:32:18
411,Gigmoto,13.78,124.39,81.03,82,100,4.61,PH,2020-05-06 18:32:18
412,Ayan,56.45,138.17,35.31,84,0,5.86,RU,2020-05-06 18:32:18
413,Petropavlovsk-Kamchatskiy,53.05,158.65,35.6,55,40,2.24,RU,2020-05-06 18:31:14
414,Byron Bay,-28.65,153.62,57.0,100,54,6.8,AU,2020-05-06 18:32:19
415,Yerbogachen,61.28,108.01,27.3,97,100,11.07,RU,2020-05-06 18:32:20
416,Camacupa,-12.02,17.48,64.47,64,4,3.67,AO,2020-05-06 18:32:20
417,Pacific Grove,36.62,-121.92,70.0,63,1,5.82,US,2020-05-06 18:27:37
418,Kovdor,67.57,30.48,32.95,98,100,4.97,RU,2020-05-06 18:32:20
419,Roald,62.58,6.13,46.4,70,40,10.29,NO,2020-05-06 18:32:20
420,Port Moresby,-9.44,147.18,78.8,83,75,11.41,PG,2020-05-06 18:32:20
421,Havoysund,71.0,24.66,37.4,93,75,16.11,NO,2020-05-06 18:32:20
422,Tselinnoye,53.08,85.67,46.29,68,100,14.2,RU,2020-05-06 18:32:21
423,Eravur,7.77,81.61,80.04,84,100,3.47,LK,2020-05-06 18:32:21
424,Abbeville,50.1,1.83,63.0,53,0,6.26,FR,2020-05-06 18:32:21
425,Isoka,-10.16,32.63,63.79,87,84,2.93,ZM,2020-05-06 18:32:21
426,Lehututu,-23.97,21.87,67.5,26,0,6.85,BW,2020-05-06 18:32:21
427,Kysyl-Syr,63.9,122.76,34.23,94,100,7.31,RU,2020-05-06 18:32:21
428,Bima,-8.47,118.72,76.95,90,19,3.91,ID,2020-05-06 18:32:21
429,Bowling Green,36.99,-86.44,57.99,58,75,6.93,US,2020-05-06 18:28:39
430,Imbituba,-28.24,-48.67,66.2,59,75,9.17,BR,2020-05-06 18:28:59
431,Cidreira,-30.18,-50.21,61.12,67,100,15.55,BR,2020-05-06 18:32:22
432,Norman Wells,65.28,-126.83,46.4,81,75,4.76,CA,2020-05-06 18:32:22
433,Balotra,25.83,72.23,89.91,26,0,11.01,IN,2020-05-06 18:32:22
434,Bousse,12.66,-1.89,102.2,24,20,10.29,BF,2020-05-06 18:32:22
435,Bijie,27.31,105.29,67.01,80,41,1.32,CN,2020-05-06 18:32:22
436,Banepa,27.63,85.52,60.8,93,20,4.18,NP,2020-05-06 18:32:22
437,Port Alberni,49.24,-124.8,57.99,71,40,11.41,CA,2020-05-06 18:30:27
438,Walvis Bay,-22.96,14.51,75.99,44,0,13.49,NA,2020-05-06 18:32:23
439,High Level,58.52,-117.14,57.2,58,75,4.7,CA,2020-05-06 18:32:23
440,Manica,49.0,-1.17,59.0,27,0,5.99,FR,2020-05-06 18:32:23
441,Patacamaya,-17.23,-67.92,59.47,37,13,7.96,BO,2020-05-06 18:32:23
442,Moss Vale,-34.55,150.38,59.0,67,100,10.29,AU,2020-05-06 18:32:23
443,Bulgan,48.81,103.53,36.57,80,94,4.81,MN,2020-05-06 18:32:23
444,Paysandu,-32.32,-58.08,61.0,53,99,4.0,UY,2020-05-06 18:32:23
445,Zhoucheng,35.91,116.31,59.04,78,100,6.73,CN,2020-05-06 18:32:23
446,Vestmannaeyjar,63.44,-20.27,46.4,70,40,20.8,IS,2020-05-06 18:32:24
447,Baturite,-4.33,-38.88,82.49,78,38,5.88,BR,2020-05-06 18:32:24
448,Baranchinskiy,58.16,59.7,54.52,66,0,4.27,RU,2020-05-06 18:32:24
449,Tura,25.52,90.22,74.5,63,0,2.24,IN,2020-05-06 18:32:24
450,Imeni Poliny Osipenko,52.42,136.49,36.34,78,0,1.14,RU,2020-05-06 18:32:24
451,Sosua,19.77,-70.52,87.8,70,75,21.92,DO,2020-05-06 18:31:03
452,Mumford,5.26,-0.76,82.6,83,60,10.8,GH,2020-05-06 18:32:24
453,Srednekolymsk,67.45,153.68,24.3,97,71,3.89,RU,2020-05-06 18:32:25
454,Itoman,26.12,127.67,75.2,88,75,11.41,JP,2020-05-06 18:32:25
455,Ararangua,-28.93,-49.49,68.09,47,0,14.63,BR,2020-05-06 18:28:35
456,Adeje,28.12,-16.73,72.0,64,75,16.11,ES,2020-05-06 18:32:25
457,Moissala,8.34,17.77,80.89,59,16,3.13,TD,2020-05-06 18:32:25
458,Borisoglebsk,51.37,42.08,62.01,89,100,7.05,RU,2020-05-06 18:32:25
459,Comodoro Rivadavia,-45.87,-67.5,62.6,48,100,8.05,AR,2020-05-06 18:32:10
460,Deep River,46.1,-77.5,55.4,24,1,8.05,CA,2020-05-06 18:32:25
461,Waipawa,-41.41,175.52,53.6,76,0,23.04,NZ,2020-05-06 18:32:25
462,Anloga,5.79,0.9,84.2,83,20,12.75,GH,2020-05-06 18:32:26
463,Tateyama,34.98,139.87,60.8,93,75,1.12,JP,2020-05-06 18:32:26
464,Trairi,-3.28,-39.27,82.83,80,39,12.28,BR,2020-05-06 18:32:26
465,Salalah,17.02,54.09,84.2,79,20,6.93,OM,2020-05-06 18:32:26
466,Sahbuz,39.41,45.57,50.0,87,75,9.17,AZ,2020-05-06 18:32:26
467,Opuwo,-18.06,13.84,69.13,32,0,7.47,NA,2020-05-06 18:32:26
468,Cairns,-16.92,145.77,69.8,83,75,11.41,AU,2020-05-06 18:32:26
469,Peleduy,59.63,112.74,35.78,83,91,4.25,RU,2020-05-06 18:32:27
470,Damietta,31.42,31.81,73.4,60,0,9.17,EG,2020-05-06 18:32:27
471,Cuenca,-2.88,-78.98,73.4,49,75,11.41,EC,2020-05-06 18:30:06
472,Saint-Joseph,-21.37,55.62,75.2,83,90,3.36,RE,2020-05-06 18:32:27
473,Aswan,24.09,32.91,78.67,16,94,10.71,EG,2020-05-06 18:32:27
474,Dukat,62.55,155.55,21.94,97,100,11.34,RU,2020-05-06 18:32:05
475,Yakeshi,49.28,120.73,55.85,44,100,7.07,CN,2020-05-06 18:32:27
476,Catamarca,-28.47,-65.79,66.99,59,2,1.01,AR,2020-05-06 18:32:00
477,Rovaniemi,66.5,25.72,42.8,41,35,8.05,FI,2020-05-06 18:29:53
478,Tchibanga,-2.85,11.03,74.07,95,28,1.07,GA,2020-05-06 18:32:28
479,Mimongo,-1.62,11.61,72.79,93,100,0.69,GA,2020-05-06 18:32:28
480,Lexington Park,38.27,-76.45,59.0,93,75,8.05,US,2020-05-06 18:31:40
481,Mangrol,21.12,70.12,80.85,89,0,8.59,IN,2020-05-06 18:32:28
482,Scarborough,54.28,-0.4,51.01,68,0,1.01,GB,2020-05-06 18:32:18
483,Kumo,10.04,11.21,94.6,14,0,3.98,NG,2020-05-06 18:32:28
484,Kurud,20.83,81.72,82.4,74,40,5.82,IN,2020-05-06 18:32:29
485,Kawit,14.45,120.9,84.0,94,75,1.5,PH,2020-05-06 18:32:29
486,Ambon,-3.7,128.18,82.36,79,45,6.53,ID,2020-05-06 18:32:29
487,Vodnyy,63.5,53.41,53.42,84,94,8.34,RU,2020-05-06 18:32:29
488,Jackson,42.42,-122.83,57.99,32,40,3.36,US,2020-05-06 18:30:32
489,Hirara,24.8,125.28,76.32,88,100,14.32,JP,2020-05-06 18:32:29
490,Price,39.6,-110.81,68.0,14,1,5.82,US,2020-05-06 18:32:29
491,Khandyga,62.67,135.6,26.67,97,4,3.78,RU,2020-05-06 18:32:30
492,San Jeronimo,-11.95,-75.28,61.66,49,100,5.41,PE,2020-05-06 18:32:30
493,Linhai,28.85,121.12,70.0,73,97,1.77,CN,2020-05-06 18:32:30
494,Pyay,18.82,95.22,85.82,61,0,4.21,MM,2020-05-06 18:32:30
495,Inhambane,-23.86,35.38,75.2,69,20,6.93,MZ,2020-05-06 18:32:30
496,Lithgow,-33.48,150.15,50.0,74,100,15.99,AU,2020-05-06 18:32:30
497,Mount Isa,-20.73,139.5,53.6,58,0,3.36,AU,2020-05-06 18:32:31
498,Torit,4.41,32.57,74.26,84,85,4.43,SS,2020-05-06 18:32:31
499,Senneterre,48.38,-77.23,50.0,27,75,4.7,CA,2020-05-06 18:32:31
500,Sao Joao Da Barra,-21.64,-41.05,87.8,48,40,6.93,BR,2020-05-06 18:32:31
501,Bilma,18.69,12.92,85.44,13,0,4.99,NE,2020-05-06 18:32:31
502,Santa Maria,-29.68,-53.81,60.8,55,44,10.07,BR,2020-05-06 18:29:27
503,Bayan,46.08,127.4,48.22,52,6,6.35,CN,2020-05-06 18:32:31
504,Kosovo Polje,42.64,21.1,44.6,70,40,1.79,XK,2020-05-06 18:32:31
505,Blackwater,-23.58,148.88,58.1,81,0,11.27,AU,2020-05-06 18:32:32
506,Touros,-5.2,-35.46,84.2,74,40,13.87,BR,2020-05-06 18:32:32
507,Altar,30.7,-111.82,100.0,15,0,1.01,MX,2020-05-06 18:32:32
508,Wamba,8.93,8.6,86.67,47,44,1.95,NG,2020-05-06 18:32:32
509,Corrientes,-27.48,-58.83,66.2,42,20,13.87,AR,2020-05-06 18:32:32
510,Laguna,38.42,-121.42,75.2,27,1,21.92,US,2020-05-06 18:32:32
511,Champerico,14.3,-91.92,91.4,63,75,6.93,GT,2020-05-06 18:32:32
512,Zaozerne,45.16,33.28,55.13,87,99,12.71,UA,2020-05-06 18:32:33
513,North Bend,43.41,-124.22,57.99,71,20,3.36,US,2020-05-06 18:32:33
514,Maragogi,-9.01,-35.22,82.76,76,19,9.84,BR,2020-05-06 18:29:11
515,Iracoubo,5.48,-53.2,79.68,89,100,10.22,GF,2020-05-06 18:32:33
516,Avera,33.19,-82.53,75.2,36,1,13.87,US,2020-05-06 18:32:33
517,Ust-Omchug,61.15,149.63,17.08,94,100,5.84,RU,2020-05-06 18:32:33
518,Charters Towers,-20.1,146.27,59.09,88,0,8.81,AU,2020-05-06 18:32:33
519,Slupca,52.29,17.87,54.0,38,86,4.0,PL,2020-05-06 18:32:33
520,Jinxi,30.43,116.29,67.15,83,82,5.55,CN,2020-05-06 18:32:34
521,Sa Kaeo,13.81,102.07,81.23,82,0,4.5,TH,2020-05-06 18:32:34
522,San Buenaventura,27.08,-101.53,75.2,64,40,5.14,MX,2020-05-06 18:32:34
523,Bairiki,1.33,172.98,82.4,83,40,5.82,KI,2020-05-06 18:32:34
524,Dauriya,49.93,116.87,45.91,64,100,24.47,RU,2020-05-06 18:32:34
525,Gasa,31.5,34.47,66.0,75,0,4.16,PS,2020-05-06 18:30:03
526,Shihezi,44.3,86.03,52.63,37,0,7.56,CN,2020-05-06 18:32:34
527,Creel,27.75,-107.63,78.03,21,0,10.58,MX,2020-05-06 18:32:34
528,Woodstock,43.13,-80.75,55.99,32,75,8.05,CA,2020-05-06 18:30:17
529,Viedma,-40.81,-63.0,61.41,32,91,9.31,AR,2020-05-06 18:32:35
530,Port-Cartier,50.03,-66.87,48.2,34,40,11.41,CA,2020-05-06 18:32:35
531,Kremenki,54.88,37.13,55.0,93,100,4.47,RU,2020-05-06 18:32:35
532,Kaeo,-35.1,173.78,45.0,36,12,1.99,NZ,2020-05-06 18:24:40
